leg,n_obs,coef_sd,pp_per_unit,n_controls,V_d,V_v,V_dv,V_v_over_V_d,pp_se_1way,pp_se_2way,se_ratio,ci_1w_lo,ci_1w_hi,ci_2w_lo,ci_2w_hi,pval_1w,pval_2w,stars_1w,stars_2w,fit_seconds
55,226308,0.04705837420169504,1.9735775227697498,120,2964.2130480515566,5501.278783742986,345.6197892100699,1.8558985790036582,0.7343939403132943,1.215483226795379,1.6550834096981395,0.534165399755693,3.4129896457838065,-0.4087696017491931,4.355924647288693,0.007202027729515947,0.10444030648167213,***,,318.54886198043823
56,643594,-0.022824434927107222,-0.9330051633107467,171,2664.8720426239024,38065.340619582625,979.5038603265998,14.284115713902157,0.21833962832888762,0.8432703391383808,3.862195541837932,-1.3609508348353665,-0.505059491786127,-2.585815028021973,0.7198047014004797,1.9270227246348526e-05,0.2685478538006114,***,,6076.03462600708
