leg,n_folds,n_reps,coef_sd,se_sd_builtin,pp_per_unit,pp_se_builtin,ci95_lo_pp,ci95_hi_pp,pval,stars,n_obs,fit_seconds
55,3,3,0.07508833546835036,0.04183426966736664,3.1491239044376713,1.7544842060019408,-0.2896651393261327,6.587912948201476,0.07266961550506239,*,226308,29500.871345996857
56,3,3,-0.02693625896280196,0.02269338922140298,-1.1010861286525093,0.9276483463537342,-2.919276887505828,0.7171046302008095,0.23524142244342794,,643594,126547.38730716705
